iter	Passed	Remaining
1151	36351	7825
1152	36387	7795
1153	36426	7765
1154	36454	7732
1155	36483	7700
1156	36513	7668
1157	36540	7636
1158	36567	7603
1159	36594	7571
1160	36624	7539
1161	36657	7508
1162	36693	7477
1163	36722	7445
1164	36749	7412
1165	36781	7381
1166	36808	7349
1167	36836	7316
1168	36865	7284
1169	36894	7252
1170	36924	7220
1171	36963	7190
1172	36995	7159
1173	37033	7129
1174	37067	7098
1175	37096	7066
1176	37122	7033
1177	37148	7000
1178	37179	6969
1179	37214	6938
1180	37244	6906
1181	37270	6873
1182	37299	6841
1183	37329	6810
1184	37361	6778
1185	37395	6747
1186	37425	6715
1187	37452	6683
1188	37483	6651
1189	37510	6619
1190	37542	6588
1191	37574	6556
1192	37602	6524
1193	37630	6492
1194	37656	6459
1195	37682	6427
1196	37710	6395
1197	37737	6363
1198	37764	6330
1199	37790	6298
1200	37818	6266
1201	37844	6234
1202	37870	6201
1203	37898	6169
1204	37924	6137
1205	37954	6105
1206	37983	6073
1207	38011	6041
1208	38044	6010
1209	38078	5979
1210	38110	5947
1211	38139	5915
1212	38166	5883
1213	38195	5852
1214	38223	5820
1215	38254	5788
1216	38282	5756
1217	38312	5724
1218	38338	5692
1219	38372	5661
1220	38401	5629
1221	38429	5597
1222	38460	5566
1223	38489	5534
1224	38517	5502
1225	38553	5471
1226	38578	5439
1227	38605	5407
1228	38636	5375
1229	38663	5343
1230	38690	5311
1231	38723	5280
1232	38764	5250
1233	38797	5219
1234	38826	5187
1235	38853	5155
1236	38885	5123
1237	38912	5091
1238	38939	5059
1239	38966	5027
1240	38993	4995
1241	39019	4963
1242	39049	4932
1243	39077	4900
1244	39104	4868
1245	39129	4836
1246	39161	4804
1247	39191	4773
1248	39221	4741
1249	39252	4710
1250	39283	4678
1251	39315	4647
1252	39351	4616
1253	39380	4584
1254	39419	4554
1255	39451	4523
1256	39480	4491
1257	39509	4459
1258	39545	4428
1259	39572	4396
1260	39599	4365
1261	39626	4333
1262	39656	4301
1263	39687	4270
1264	39714	4238
1265	39750	4207
1266	39778	4175
1267	39805	4143
1268	39832	4111
1269	39862	4080
1270	39893	4049
1271	39929	4018
1272	39960	3986
1273	39989	3954
1274	40018	3923
1275	40047	3891
1276	40076	3860
1277	40109	3828
1278	40139	3797
1279	40165	3765
1280	40190	3733
1281	40218	3701
1282	40245	3670
1283	40276	3638
1284	40309	3607
1285	40346	3576
1286	40376	3545
1287	40403	3513
1288	40432	3481
1289	40462	3450
1290	40494	3418
1291	40525	3387
1292	40551	3355
1293	40577	3323
1294	40606	3292
1295	40633	3260
1296	40661	3229
1297	40688	3197
1298	40718	3165
1299	40750	3134
1300	40782	3103
1301	40809	3071
1302	40841	3040
1303	40875	3009
1304	40906	2977
1305	40933	2946
1306	40958	2914
1307	40988	2882
1308	41015	2851
1309	41045	2819
1310	41073	2788
1311	41099	2756
1312	41141	2726
1313	41180	2695
1314	41210	2663
1315	41237	2632
1316	41264	2600
1317	41293	2569
1318	41321	2537
1319	41347	2505
1320	41373	2474
1321	41402	2442
1322	41429	2411
1323	41455	2379
1324	41481	2347
1325	41508	2316
1326	41534	2284
1327	41565	2253
1328	41595	2222
1329	41627	2190
1330	41665	2159
1331	41699	2128
1332	41728	2097
1333	41759	2066
1334	41788	2034
1335	41815	2003
1336	41857	1972
1337	41898	1941
1338	41936	1910
1339	41971	1879
1340	42003	1848
1341	42033	1816
1342	42059	1785
1343	42087	1753
1344	42114	1722
1345	42143	1690
1346	42174	1659
1347	42202	1627
1348	42230	1596
1349	42258	1565
1350	42286	1533
1351	42312	1502
1352	42340	1470
1353	42370	1439
1354	42396	1408
1355	42427	1376
1356	42454	1345
1357	42480	1313
1358	42518	1282
1359	42553	1251
1360	42585	1220
1361	42613	1188
1362	42646	1157
1363	42684	1126
1364	42713	1095
1365	42741	1063
1366	42772	1032
1367	42799	1001
1368	42826	969
1369	42852	938
1370	42880	907
1371	42909	875
1372	42938	844
1373	42968	813
1374	43000	781
1375	43035	750
1376	43063	719
1377	43091	687
1378	43128	656
1379	43165	625
1380	43194	594
1381	43221	562
1382	43248	531
1383	43279	500
1384	43313	469
1385	43341	437
1386	43369	406
1387	43396	375
1388	43422	343
1389	43453	312
1390	43482	281
1391	43509	250
1392	43538	218
1393	43571	187
1394	43608	156
1395	43634	125
1396	43663	93
1397	43690	62
1398	43719	31
1399	43748	0
